,Property Types,Price,Street Addresses,City,State,Zipcode,Sqft Area,Beds,Baths,Links
580,Condo/Townhome,"$194,000","1 Monarch Trace Ct Apt 203,",Chesterfield,MO,63017,"1,186",2,2,https://www.realtor.com//realestateandhomes-detail/1-Monarch-Trace-Ct-Apt-203_Chesterfield_MO_63017_M77099-18319
581,Condo/Townhome,"$267,000","1621 Walpole Dr Apt B,",Chesterfield,MO,63017,"1,561",4,3,https://www.realtor.com//realestateandhomes-detail/1621-Walpole-Dr-Apt-B_Chesterfield_MO_63017_M80439-49073
582,House for Sale,"$785,000","14220 Manderleigh Woods Dr,",Chesterfield,MO,63017,"3,984",3,3.5,https://www.realtor.com//realestateandhomes-detail/14220-Manderleigh-Woods-Dr_Chesterfield_MO_63017_M79613-48668
583,House for Sale,"$349,900","409 Stablestone Dr,",Chesterfield,MO,63017,"2,258",4,2.5,https://www.realtor.com//realestateandhomes-detail/409-Stablestone-Dr_Chesterfield_MO_63017_M80159-32085
584,House for Sale,"$509,900","15515 Hitchcock Rd,",Chesterfield,MO,63017,"3,123",6,5,https://www.realtor.com//realestateandhomes-detail/15515-Hitchcock-Rd_Chesterfield_MO_63017_M89838-64194
585,House for Sale,"$350,000","1954 Squires Way Ct,",Chesterfield,MO,63017,"2,042",3,3,https://www.realtor.com//realestateandhomes-detail/1954-Squires-Way-Ct_Chesterfield_MO_63017_M74229-29811
586,House for Sale,"$350,000","15623 Parasol Dr,",Chesterfield,MO,63017,"2,000",4,2.5,https://www.realtor.com//realestateandhomes-detail/15623-Parasol-Dr_Chesterfield_MO_63017_M84753-23176
587,Condo/Townhome,"$245,000","14944 Broadmont Dr Unit 2,",Chesterfield,MO,63017,"1,734",3,3.5,https://www.realtor.com//realestateandhomes-detail/14944-Broadmont-Dr_Chesterfield_MO_63017_M86517-66744
588,House for Sale,"$724,900","2318 Richborough Rd,",Chesterfield,MO,63017,"3,298",4,3.5+,https://www.realtor.com//realestateandhomes-detail/2318-Richborough-Rd_Chesterfield_MO_63017_M88130-64229
589,House for Sale,"$920,000","609 Brookmont Lake Ct,",Chesterfield,MO,63017,"4,458",4,3.5+,https://www.realtor.com//realestateandhomes-detail/609-Brookmont-Lake-Ct_Chesterfield_MO_63017_M72055-72090
590,House for Sale,"$299,500","2289 Hill House Rd,",Chesterfield,MO,63017,"1,872",4,3,https://www.realtor.com//realestateandhomes-detail/2289-Hill-House-Rd_Chesterfield_MO_63017_M75460-11147
591,Condo/Townhome,"$205,000","15038 Claymoor Ct Apt 11,",Chesterfield,MO,63017,"2,088",2,2.5,https://www.realtor.com//realestateandhomes-detail/15038-Claymoor-Ct-Apt-11_Chesterfield_MO_63017_M71224-31772
592,House for Sale,"$291,900","15458 Clover Ridge Dr,",Chesterfield,MO,63017,"1,710",3,2,https://www.realtor.com//realestateandhomes-detail/15458-Clover-Ridge-Dr_Chesterfield_MO_63017_M81687-70904
593,House for Sale,"$614,900","2739 Joyceridge Dr,",Chesterfield,MO,63017,"3,161",4,3.5,https://www.realtor.com//realestateandhomes-detail/2739-Joyceridge-Dr_Chesterfield_MO_63017_M73503-98915
594,House for Sale,"$315,000","1858 Sweet Lake Ct,",Chesterfield,MO,63017,"2,191",4,3,https://www.realtor.com//realestateandhomes-detail/1858-Sweet-Lake-Ct_Chesterfield_MO_63017_M80009-06910
595,Condo/Townhome,"$260,000","15832 Kersten Ridge Ct,",Chesterfield,MO,63017,"1,400",2,2.5+,https://www.realtor.com//realestateandhomes-detail/15832-Kersten-Ridge-Ct_Chesterfield_MO_63017_M81376-42470
596,House for Sale,"$329,900","1515 Woodroyal W,",Chesterfield,MO,63017,"2,796",4,2.5,https://www.realtor.com//realestateandhomes-detail/1515-Woodroyal-West-Dr_Chesterfield_MO_63017_M84148-14658
597,House for Sale,"$474,900","2296 Kettington Ct,",Chesterfield,MO,63017,"2,772",4,3.5,https://www.realtor.com//realestateandhomes-detail/2296-Kettington-Ct_Chesterfield_MO_63017_M85621-64714
598,House for Sale,"$759,900","1 Clarkson Lake Ct,",Clarkson Valley,MO,63017,"3,173",4,3.5,https://www.realtor.com//realestateandhomes-detail/1-Clarkson-Lake-Ct_Chesterfield_MO_63017_M88252-71132
599,House for Sale,"$839,999","727 Stifel Ridge Ct,",Chesterfield,MO,63017,"4,488",5,4.5,https://www.realtor.com//realestateandhomes-detail/727-Stifel-Ridge-Ct_Town-and-Country_MO_63017_M84037-36004
600,House for Sale,"$395,000","14727 Greenleaf Valley Dr,",Chesterfield,MO,63017,"2,575",4,3.5,https://www.realtor.com//realestateandhomes-detail/14727-Greenleaf-Valley-Dr_Chesterfield_MO_63017_M80483-64644
601,House for Sale,"$919,900","1225 Broomstick Ln,",Town and Country,MO,63017,"3,486",5,4.5,https://www.realtor.com//realestateandhomes-detail/1225-Broomstick-Ln_Town-and-Country_MO_63017_M73365-32559
602,House for Sale,"$389,900",NA,Chesterfield,MO,63017,"2,023",3,2,https://www.realtor.com//realestateandhomes-detail/14586-Crossway-Ct_Chesterfield_MO_63017_M86299-77540
603,House for Sale,"$499,900","14330 Ladue Rd,",Chesterfield,MO,63017,"2,754",4,3.5,https://www.realtor.com//realestateandhomes-detail/14330-Ladue-Rd_Chesterfield_MO_63017_M79701-69508
604,House for Sale,"$415,000","14925 Greenleaf Valley Dr,",Chesterfield,MO,63017,"2,604",4,2,https://www.realtor.com//realestateandhomes-detail/14925-Greenleaf-Valley-Dr_Chesterfield_MO_63017_M77114-99600
605,House for Sale,"$399,900","309 San Angelo Dr,",Chesterfield,MO,63017,"2,425",4,3,https://www.realtor.com//realestateandhomes-detail/309-San-Angelo-Dr_Chesterfield_MO_63017_M88033-83308
606,House for Sale,"$325,000","2009 Long Gate Ct,",Chesterfield,MO,63017,"2,280",4,2.5,https://www.realtor.com//realestateandhomes-detail/2009-Long-Gate-Ct_Chesterfield_MO_63017_M81041-96730
607,House for Sale,"$599,900","15341 Squires Way Dr,",Chesterfield,MO,63017,"3,630",4,3.5,https://www.realtor.com//realestateandhomes-detail/15341-Squires-Way-Dr_Chesterfield_MO_63017_M70672-21191
608,House for Sale,"$449,000","14591 Ladue Rd,",Chesterfield,MO,63017,"3,135",3,3.5,https://www.realtor.com//realestateandhomes-detail/14591-Ladue-Rd_Chesterfield_MO_63017_M88649-77797
609,House for Sale,"$324,900","15617 Highcroft Dr,",Chesterfield,MO,63017,"2,337",4,2.5,https://www.realtor.com//realestateandhomes-detail/15617-Highcroft-Dr_Chesterfield_MO_63017_M81871-05748
610,House for Sale,"$1,195,000","15 Summerhill Ln,",Town and Country,MO,63017,"2,446",4,4.5+,https://www.realtor.com//realestateandhomes-detail/15-Summerhill-Ln_Town-and-Country_MO_63017_M78031-43370
611,House for Sale,"$465,000","1805 Sumter Ridge Ct,",Chesterfield,MO,63017,"2,703",4,2.5,https://www.realtor.com//realestateandhomes-detail/1805-Sumter-Ridge-Ct_Chesterfield_MO_63017_M81218-15817
612,House for Sale,"$489,900","15223 Brightfield Manor Dr,",Chesterfield,MO,63017,"3,120",4,2.5,https://www.realtor.com//realestateandhomes-detail/15223-Brightfield-Manor-Dr_Chesterfield_MO_63017_M82969-89531
613,Condo/Townhome,"$335,000","14333 Gatwick Ct,",Chesterfield,MO,63017,"1,503",2,2,https://www.realtor.com//realestateandhomes-detail/14333-Gatwick-Ct_Chesterfield_MO_63017_M78958-62562
614,House for Sale,"$568,900","0-Tbb Grand Reserve Unit Bordeaux,",Chesterfield,MO,63017,"1,802",2,2,https://www.realtor.com//realestateandhomes-detail/0-Tbb-Grand-Reserve-Unit-Bordeaux_Chesterfield_MO_63017_M90966-86304
615,Condo/Townhome,"$450,000","15373 Oaktree Estates Dr,",Chesterfield,MO,63017,"2,396",3,3.5,https://www.realtor.com//realestateandhomes-detail/15373-Oaktree-Estates-Dr_Chesterfield_MO_63017_M79375-98187
616,Condo/Townhome,"$470,000","353 Brunhaven Ct,",Chesterfield,MO,63017,"1,768",3,3,https://www.realtor.com//realestateandhomes-detail/353-Brunhaven-Ct_Chesterfield_MO_63017_M79668-09518
617,Condo/Townhome,"$530,000","14300 Quiet Meadow Ct E,",Chesterfield,MO,63017,"3,419",3,3,https://www.realtor.com//realestateandhomes-detail/14300-Quiet-Meadow-Ct-E-E_Chesterfield_MO_63017_M81560-70767
618,Condo/Townhome,"$685,000","13313 Fairfield Square Dr,",Chesterfield,MO,63017,"4,594",4,3.5,https://www.realtor.com//realestateandhomes-detail/13313-Fairfield-Square-Dr_Chesterfield_MO_63017_M70965-17421
619,House for Sale,"$653,900","0-Tbb Grand Reserve Unit Chateau,",Chesterfield,MO,63017,"2,640",3,2.5,https://www.realtor.com//realestateandhomes-detail/0-Tbb-Grand-Reserve-Unit-Chateau_Chesterfield_MO_63017_M94621-69995
620,House for Sale,"$576,900","0-Tbb Grand Reserve Unit Cabernet,",Chesterfield,MO,63017,"1,866",2,2.5,https://www.realtor.com//realestateandhomes-detail/0-Tbb-Grand-Reserve-Unit-Cabernet_Chesterfield_MO_63017_M93527-39170
621,House for Sale,"$575,000","Chateau,",Chesterfield,MO,63017,"1,807",2,2,https://www.realtor.com//realestateandhomes-detail/Chateau_Schoettler-Grove_14702-Schoettler-Grove-Ct_Chesterfield_MO_63017_P414138430865
622,House for Sale,"$606,900","0-Tbb Grand Reserve Ii Unit Sangria,",Chesterfield,MO,63017,"1,882",2,2,https://www.realtor.com//realestateandhomes-detail/0-Tbb-Grand-Reserve-Ii-Unit-Sangria_Chesterfield_MO_63017_M90939-64119
623,House for Sale,"$195,000","4549 Chickasaw Pass,",Saint Charles,MO,63304,"1,414",3,2,https://www.realtor.com//realestateandhomes-detail/4549-Chickasaw-Pass_Saint-Charles_MO_63304_M89259-35952
624,House for Sale,"$167,000","4595 Clearbrook Dr,",Saint Charles,MO,63304,895,4,1,https://www.realtor.com//realestateandhomes-detail/4595-Clearbrook-Dr_Saint-Charles_MO_63304_M75595-50608
625,House for Sale,"$162,500","653 Wolfrum Rd,",Weldon Spring,MO,63304,"1,300",3,1.5,https://www.realtor.com//realestateandhomes-detail/653-Wolfrum-Rd_Weldon-Spring_MO_63304_M73948-79226
626,House for Sale,"$255,000","3889 Gallo Dr,",Saint Charles,MO,63304,"2,343",3,2.5,https://www.realtor.com//realestateandhomes-detail/3889-Gallo-Dr_Saint-Charles_MO_63304_M77438-86150
627,House for Sale,"$294,900","4810 Greenburg Dr,",Saint Peters,MO,63304,"2,117",4,2.5,https://www.realtor.com//realestateandhomes-detail/4810-Greenburg-Dr_Saint-Peters_MO_63304_M70590-01286
628,House for Sale,"$425,000","215 Whitmoor Forest Ct Unit 29,",Weldon Spring,MO,63304,"2,105",3,2,https://www.realtor.com//realestateandhomes-detail/215-Whitmoor-Forest-Ct_Weldon-Spring_MO_63304_M70313-75330
629,House for Sale,"$190,000","1415 Mohican Trl,",Saint Charles,MO,63304,"1,152",3,2.5,https://www.realtor.com//realestateandhomes-detail/1415-Mohican-Trl_Saint-Charles_MO_63304_M76859-19419
630,Condo/Townhome,"$132,900","1613 Piedmont Cir,",Saint Peters,MO,63304,"1,125",2,2,https://www.realtor.com//realestateandhomes-detail/1613-Piedmont-Cir_St-Peters_MO_63304_M85466-37412
631,House for Sale,"$279,900","738 Jacobs Station Rd,",Saint Charles,MO,63304,"1,504",3,2,https://www.realtor.com//realestateandhomes-detail/738-Jacobs-Station-Rd_Saint-Charles_MO_63304_M89954-94467
632,House for Sale,"$302,900","4232 Weatherton Pl,",Saint Charles,MO,63304,"2,160",4,2.5,https://www.realtor.com//realestateandhomes-detail/4232-Weatherton-Pl_Saint-Charles_MO_63304_M89728-61477
633,House for Sale,"$299,900","916 Arbor Green Dr,",Saint Charles,MO,63304,"2,618",4,2.5,https://www.realtor.com//realestateandhomes-detail/916-Arbor-Green-Dr_Saint-Charles_MO_63304_M75533-71279
634,House for Sale,"$224,900","1004 N Brampton Dr,",Saint Charles,MO,63304,"1,359",3,2,https://www.realtor.com//realestateandhomes-detail/1004-N-Brampton-Dr_Saint-Charles_MO_63304_M78276-79065
635,House for Sale,"$149,900","23 Fern Dr,",Saint Charles,MO,63304,832,4,2,https://www.realtor.com//realestateandhomes-detail/23-Fern-Dr_Saint-Charles_MO_63304_M88919-19850
636,House for Sale,"$135,000","4635 Kellykris Dr,",Saint Charles,MO,63304,"1,165",4,2.5,https://www.realtor.com//realestateandhomes-detail/4635-Kellykris-Dr_Saint-Charles_MO_63304_M75972-63742
637,House for Sale,"$369,900","900 Wolfrum Glen Ct,",Saint Peters,MO,63304,"2,519",5,3.5,https://www.realtor.com//realestateandhomes-detail/900-Wolfrum-Glen-Ct_Saint-Peters_MO_63304_M73298-12890
638,House for Sale,"$295,000","3 Fox Den Ct,",Saint Charles,MO,63304,"2,497",4,2.5,https://www.realtor.com//realestateandhomes-detail/3-Fox-Den-Ct_Saint-Charles_MO_63304_M85164-83669
639,House for Sale,"$499,900","1167 Whitmoor Dr,",Weldon Spring,MO,63304,"2,817",4,4.5,https://www.realtor.com//realestateandhomes-detail/1167-Whitmoor-Dr_Weldon-Spring_MO_63304_M74061-70806
640,House for Sale,"$215,000","1188 Musket Dr,",Saint Charles,MO,63304,"1,084",3,2.5,https://www.realtor.com//realestateandhomes-detail/1188-Musket-Dr_Saint-Charles_MO_63304_M73019-74711
641,House for Sale,"$179,900","4592 Clearbrook Dr,",Saint Charles,MO,63304,"1,129",3,2,https://www.realtor.com//realestateandhomes-detail/4592-Clearbrook-Dr_Saint-Charles_MO_63304_M75547-80568
642,House for Sale,"$224,900","5841 Walnut Creek Blvd,",Saint Charles,MO,63304,"1,414",3,2,https://www.realtor.com//realestateandhomes-detail/5841-Walnut-Creek-Blvd_Saint-Charles_MO_63304_M80151-70839
643,House for Sale,"$549,000","5332 Enchanted Dr,",Weldon Spring,MO,63304,"2,829",5,3.5,https://www.realtor.com//realestateandhomes-detail/5332-Enchanted-Dr_Weldon-Spring_MO_63304_M75328-75011
644,Condo/Townhome,"$210,000","5502 Bourbeuse Cmn Unit 1,",Weldon Spring,MO,63304,"1,667",2,2.5,https://www.realtor.com//realestateandhomes-detail/5502-Bourbeuse-Cmn-1_Weldon-Spring_MO_63304_M76540-74126
645,House for Sale,"$265,000","4014 French Oak Ln,",Saint Charles,MO,63304,"1,472",3,3,https://www.realtor.com//realestateandhomes-detail/4014-French-Oak-Ln_Saint-Charles_MO_63304_M79604-38542
646,Condo/Townhome,"$99,900","188 Harvest Moon Ct,",Saint Peters,MO,63304,"1,036",2,2,https://www.realtor.com//realestateandhomes-detail/188-Harvest-Moon-Ct_St-Peters_MO_63304_M85756-13531
647,House for Sale,"$295,000","3971 Poppy Marie Ln,",Saint Charles,MO,63304,"1,976",4,2.5,https://www.realtor.com//realestateandhomes-detail/3971-Poppy-Marie-Ln_Saint-Charles_MO_63304_M76660-37596
648,Condo/Townhome,"$130,000","2021 Piedmont Cir,",Saint Peters,MO,63304,918,2,2,https://www.realtor.com//realestateandhomes-detail/2021-Piedmont-Cir_St-Peters_MO_63304_M82606-31453
649,House for Sale,"$245,000","1409 Colonial Dr,",Cottleville,MO,63304,"1,675",3,2.5,https://www.realtor.com//realestateandhomes-detail/1409-Colonial-Dr_Cottleville_MO_63304_M89268-78789
650,Condo/Townhome,"$114,400","226 Shirley Ridge Dr Unit 226C,",Saint Charles,MO,63304,"1,216",2,2,https://www.realtor.com//realestateandhomes-detail/226-Shirley-Ridge-Dr_Saint-Charles_MO_63304_M88520-78186
651,House for Sale,"$360,000","5236 Roanoke Dr,",Weldon Spring,MO,63304,"1,885",4,3,https://www.realtor.com//realestateandhomes-detail/5236-Roanoke-Dr_Weldon-Spring_MO_63304_M86758-51916
652,House for Sale,"$250,000","4302 Castle Rock Ct,",Saint Charles,MO,63304,"1,430",3,2,https://www.realtor.com//realestateandhomes-detail/4302-Castle-Rock-Ct_Saint-Charles_MO_63304_M87914-91284
653,House for Sale,"$399,900","5726 Westchester Meadow Dr,",Weldon Spring,MO,63304,"2,312",3,2,https://www.realtor.com//realestateandhomes-detail/5726-Westchester-Meadow-Dr_Weldon-Spring_MO_63304_M84704-86124
654,House for Sale,"$229,900","115 Stonecrest Ln,",Saint Peters,MO,63304,"1,336",3,3,https://www.realtor.com//realestateandhomes-detail/115-Stonecrest-Ln_St-Peters_MO_63304_M85737-54605
655,House for Sale,"$269,900","4960 Braid Hills Dr,",Saint Peters,MO,63304,"1,543",3,2,https://www.realtor.com//realestateandhomes-detail/4960-Braid-Hills-Dr_St-Peters_MO_63304_M74105-12732
656,House for Sale,"$260,000","7 Bald Hill Ct,",Saint Peters,MO,63304,"2,028",4,2.5,https://www.realtor.com//realestateandhomes-detail/7-Bald-Hill-Ct_St-Peters_MO_63304_M75762-75313
657,House for Sale,"$900,000","700 Hillenkamp Dr,",Weldon Spring,MO,63304,"4,272",4,3.5,https://www.realtor.com//realestateandhomes-detail/700-Hillenkamp-Dr_Weldon-Spring_MO_63304_M78524-04574
658,House for Sale,"$344,900","5098 Mount Ellen Ct,",Saint Peters,MO,63304,"2,484",5,3.5,https://www.realtor.com//realestateandhomes-detail/5098-Mount-Ellen-Ct_St-Peters_MO_63304_M89070-56120
659,House for Sale,"$325,000","4228 Weatherton Pl,",Saint Charles,MO,63304,"2,190",3,3.5,https://www.realtor.com//realestateandhomes-detail/4228-Weatherton-Pl_Saint-Charles_MO_63304_M84131-70585
660,House for Sale,"$273,500","5845 Wellington Farm Dr,",Saint Charles,MO,63304,"2,577",4,2.5,https://www.realtor.com//realestateandhomes-detail/5845-Wellington-Farm-Dr_Saint-Charles_MO_63304_M79414-77881
661,House for Sale,"$714,000","The Villanueva,",Cottleville,MO,63304,"4,292",3,3.5,https://www.realtor.com//realestateandhomes-detail/The-Villanueva_Bluffs-at-Windcastle_505-John-Pitman-Dr_Cottleville_MO_63304_P415330060996
662,House for Sale,"$575,000","1434 Lucerne Pl,",Weldon Spring,MO,63304,"4,496",4,4.5,https://www.realtor.com//realestateandhomes-detail/1434-Lucerne-Pl_Weldon-Spring_MO_63304_M74941-79481
663,House for Sale,"$354,900","Ashton II,",Cottleville,MO,63304,"2,161",3,2.5,https://www.realtor.com//realestateandhomes-detail/Ashton-II_Ashford-Knoll_800-Brimley-Dr_Cottleville_MO_63304_P415367932983
664,House for Sale,"$625,900","Parkview II - Estate,",Cottleville,MO,63304,"3,840",4,3,https://www.realtor.com//realestateandhomes-detail/Parkview-II-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P414678956608
665,House for Sale,"$634,900","Westbrooke - Estate,",Cottleville,MO,63304,"4,109",4,3,https://www.realtor.com//realestateandhomes-detail/Westbrooke-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P411946156880
666,House for Sale,"$755,000","The Prada,",Cottleville,MO,63304,"5,270",4,3.5,https://www.realtor.com//realestateandhomes-detail/The-Prada_Bluffs-at-Windcastle_505-John-Pitman-Dr_Cottleville_MO_63304_P415379915278
667,House for Sale,"$162,500","653 Wolfrum Rd,",Weldon Spring,MO,63304,"1,300",3,1.5,https://www.realtor.com//realestateandhomes-detail/653-Wolfrum-Rd_Weldon-Spring_MO_63304_M73948-79226
668,House for Sale,"$294,900","4810 Greenburg Dr,",Saint Peters,MO,63304,"2,117",4,2.5,https://www.realtor.com//realestateandhomes-detail/4810-Greenburg-Dr_Saint-Peters_MO_63304_M70590-01286
669,House for Sale,"$195,000","4549 Chickasaw Pass,",Saint Charles,MO,63304,"1,414",3,2,https://www.realtor.com//realestateandhomes-detail/4549-Chickasaw-Pass_Saint-Charles_MO_63304_M89259-35952
670,House for Sale,"$167,000","4595 Clearbrook Dr,",Saint Charles,MO,63304,895,4,1,https://www.realtor.com//realestateandhomes-detail/4595-Clearbrook-Dr_Saint-Charles_MO_63304_M75595-50608
671,House for Sale,"$255,000","3889 Gallo Dr,",Saint Charles,MO,63304,"2,343",3,2.5,https://www.realtor.com//realestateandhomes-detail/3889-Gallo-Dr_Saint-Charles_MO_63304_M77438-86150
672,House for Sale,"$425,000","215 Whitmoor Forest Ct Unit 29,",Weldon Spring,MO,63304,"2,105",3,2,https://www.realtor.com//realestateandhomes-detail/215-Whitmoor-Forest-Ct_Weldon-Spring_MO_63304_M70313-75330
673,House for Sale,"$295,000","3971 Poppy Marie Ln,",Saint Charles,MO,63304,"1,976",4,2.5,https://www.realtor.com//realestateandhomes-detail/3971-Poppy-Marie-Ln_Saint-Charles_MO_63304_M76660-37596
674,House for Sale,"$279,900","738 Jacobs Station Rd,",Saint Charles,MO,63304,"1,504",3,2,https://www.realtor.com//realestateandhomes-detail/738-Jacobs-Station-Rd_Saint-Charles_MO_63304_M89954-94467
675,House for Sale,"$302,900","4232 Weatherton Pl,",Saint Charles,MO,63304,"2,160",4,2.5,https://www.realtor.com//realestateandhomes-detail/4232-Weatherton-Pl_Saint-Charles_MO_63304_M89728-61477
676,House for Sale,"$190,000","1415 Mohican Trl,",Saint Charles,MO,63304,"1,152",3,2.5,https://www.realtor.com//realestateandhomes-detail/1415-Mohican-Trl_Saint-Charles_MO_63304_M76859-19419
677,House for Sale,"$295,000","3 Fox Den Ct,",Saint Charles,MO,63304,"2,497",4,2.5,https://www.realtor.com//realestateandhomes-detail/3-Fox-Den-Ct_Saint-Charles_MO_63304_M85164-83669
678,House for Sale,"$299,900","916 Arbor Green Dr,",Saint Charles,MO,63304,"2,618",4,2.5,https://www.realtor.com//realestateandhomes-detail/916-Arbor-Green-Dr_Saint-Charles_MO_63304_M75533-71279
679,Condo/Townhome,"$132,900","1613 Piedmont Cir,",Saint Peters,MO,63304,"1,125",2,2,https://www.realtor.com//realestateandhomes-detail/1613-Piedmont-Cir_St-Peters_MO_63304_M85466-37412
680,House for Sale,"$369,900","900 Wolfrum Glen Ct,",Saint Peters,MO,63304,"2,519",5,3.5,https://www.realtor.com//realestateandhomes-detail/900-Wolfrum-Glen-Ct_Saint-Peters_MO_63304_M73298-12890
681,House for Sale,"$224,900","1004 N Brampton Dr,",Saint Charles,MO,63304,"1,359",3,2,https://www.realtor.com//realestateandhomes-detail/1004-N-Brampton-Dr_Saint-Charles_MO_63304_M78276-79065
682,House for Sale,"$224,900","5841 Walnut Creek Blvd,",Saint Charles,MO,63304,"1,414",3,2,https://www.realtor.com//realestateandhomes-detail/5841-Walnut-Creek-Blvd_Saint-Charles_MO_63304_M80151-70839
683,Condo/Townhome,"$114,400","226 Shirley Ridge Dr Unit 226C,",Saint Charles,MO,63304,"1,216",2,2,https://www.realtor.com//realestateandhomes-detail/226-Shirley-Ridge-Dr_Saint-Charles_MO_63304_M88520-78186
684,House for Sale,"$135,000","4635 Kellykris Dr,",Saint Charles,MO,63304,"1,165",4,2.5,https://www.realtor.com//realestateandhomes-detail/4635-Kellykris-Dr_Saint-Charles_MO_63304_M75972-63742
685,House for Sale,"$549,000","5332 Enchanted Dr,",Weldon Spring,MO,63304,"2,829",5,3.5,https://www.realtor.com//realestateandhomes-detail/5332-Enchanted-Dr_Weldon-Spring_MO_63304_M75328-75011
686,House for Sale,"$245,000","1409 Colonial Dr,",Cottleville,MO,63304,"1,675",3,2.5,https://www.realtor.com//realestateandhomes-detail/1409-Colonial-Dr_Cottleville_MO_63304_M89268-78789
687,House for Sale,"$265,000","4014 French Oak Ln,",Saint Charles,MO,63304,"1,472",3,3,https://www.realtor.com//realestateandhomes-detail/4014-French-Oak-Ln_Saint-Charles_MO_63304_M79604-38542
688,House for Sale,"$344,900","5098 Mount Ellen Ct,",Saint Peters,MO,63304,"2,484",5,3.5,https://www.realtor.com//realestateandhomes-detail/5098-Mount-Ellen-Ct_St-Peters_MO_63304_M89070-56120
689,House for Sale,"$360,000","5236 Roanoke Dr,",Weldon Spring,MO,63304,"1,885",4,3,https://www.realtor.com//realestateandhomes-detail/5236-Roanoke-Dr_Weldon-Spring_MO_63304_M86758-51916
690,House for Sale,"$714,000","The Villanueva,",Cottleville,MO,63304,"4,292",3,3.5,https://www.realtor.com//realestateandhomes-detail/The-Villanueva_Bluffs-at-Windcastle_505-John-Pitman-Dr_Cottleville_MO_63304_P415330060996
691,House for Sale,"$399,900","5726 Westchester Meadow Dr,",Weldon Spring,MO,63304,"2,312",3,2,https://www.realtor.com//realestateandhomes-detail/5726-Westchester-Meadow-Dr_Weldon-Spring_MO_63304_M84704-86124
692,House for Sale,"$250,000","4302 Castle Rock Ct,",Saint Charles,MO,63304,"1,430",3,2,https://www.realtor.com//realestateandhomes-detail/4302-Castle-Rock-Ct_Saint-Charles_MO_63304_M87914-91284
693,House for Sale,"$179,900","4592 Clearbrook Dr,",Saint Charles,MO,63304,"1,129",3,2,https://www.realtor.com//realestateandhomes-detail/4592-Clearbrook-Dr_Saint-Charles_MO_63304_M75547-80568
694,House for Sale,"$215,000","1188 Musket Dr,",Saint Charles,MO,63304,"1,084",3,2.5,https://www.realtor.com//realestateandhomes-detail/1188-Musket-Dr_Saint-Charles_MO_63304_M73019-74711
695,House for Sale,"$900,000","700 Hillenkamp Dr,",Weldon Spring,MO,63304,"4,272",4,3.5,https://www.realtor.com//realestateandhomes-detail/700-Hillenkamp-Dr_Weldon-Spring_MO_63304_M78524-04574
696,House for Sale,"$260,000","7 Bald Hill Ct,",Saint Peters,MO,63304,"2,028",4,2.5,https://www.realtor.com//realestateandhomes-detail/7-Bald-Hill-Ct_St-Peters_MO_63304_M75762-75313
697,House for Sale,"$575,000","1434 Lucerne Pl,",Weldon Spring,MO,63304,"4,496",4,4.5,https://www.realtor.com//realestateandhomes-detail/1434-Lucerne-Pl_Weldon-Spring_MO_63304_M74941-79481
698,House for Sale,"$354,900","Ashton II,",Cottleville,MO,63304,"2,161",3,2.5,https://www.realtor.com//realestateandhomes-detail/Ashton-II_Ashford-Knoll_800-Brimley-Dr_Cottleville_MO_63304_P415367932983
699,House for Sale,"$325,000","4228 Weatherton Pl,",Saint Charles,MO,63304,"2,190",3,3.5,https://www.realtor.com//realestateandhomes-detail/4228-Weatherton-Pl_Saint-Charles_MO_63304_M84131-70585
700,House for Sale,"$499,900","1167 Whitmoor Dr,",Weldon Spring,MO,63304,"2,817",4,4.5,https://www.realtor.com//realestateandhomes-detail/1167-Whitmoor-Dr_Weldon-Spring_MO_63304_M74061-70806
701,House for Sale,"$625,900","Parkview II - Estate,",Cottleville,MO,63304,"3,840",4,3,https://www.realtor.com//realestateandhomes-detail/Parkview-II-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P414678956608
702,House for Sale,"$269,900","4960 Braid Hills Dr,",Saint Peters,MO,63304,"1,543",3,2,https://www.realtor.com//realestateandhomes-detail/4960-Braid-Hills-Dr_St-Peters_MO_63304_M74105-12732
703,House for Sale,"$229,900","115 Stonecrest Ln,",Saint Peters,MO,63304,"1,336",3,3,https://www.realtor.com//realestateandhomes-detail/115-Stonecrest-Ln_St-Peters_MO_63304_M85737-54605
704,House for Sale,"$273,500","5845 Wellington Farm Dr,",Saint Charles,MO,63304,"2,577",4,2.5,https://www.realtor.com//realestateandhomes-detail/5845-Wellington-Farm-Dr_Saint-Charles_MO_63304_M79414-77881
705,House for Sale,"$149,900","23 Fern Dr,",Saint Charles,MO,63304,832,4,2,https://www.realtor.com//realestateandhomes-detail/23-Fern-Dr_Saint-Charles_MO_63304_M88919-19850
706,Condo/Townhome,"$210,000","5502 Bourbeuse Cmn Unit 1,",Weldon Spring,MO,63304,"1,667",2,2.5,https://www.realtor.com//realestateandhomes-detail/5502-Bourbeuse-Cmn-1_Weldon-Spring_MO_63304_M76540-74126
